Detection_date,Detection_time,Tag_ID,Signal_strength,Connection,Session_date,Session_time
2015-08-21T10:13:10.075,E3B2 6BDE,AE,1B,2015-08-21T10:13:09.516,ASL/16/3937*21
2015-08-21T16:43:09.361,334B 664B,DC,98,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T16:43:10.345,334B 664B,D8,8D,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T16:43:11.328,334B 664B,DB,8D,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T16:43:23.480,334B 3FFF,DA,98,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T16:43:25.449,330B 4B34,C7,DD,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T16:43:30.373,334B 4B30,C4,E3,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T16:43:30.773,334B 4A14,C5,E0,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T16:43:31.758,334B 664B,D5,92,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T16:43:53.228,334B 664B,DA,95,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T16:44:02.091,334B 0B34,C7,D9,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T16:44:03.076,334B 4334,C7,D1,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T16:44:07.015,334B 4B20,C7,E2,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T16:44:10.953,334B 4334,C6,EB,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T16:44:11.938,334B 4B34,C8,E8,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T16:44:13.943,334B 0B34,C5,EC,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T16:44:17.846,334B 4B34,C4,E2,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T16:44:22.770,334B 4A34,C7,E5,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T16:44:26.709,334B 4B34,C5,EF,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T16:44:28.672,334B 4B30,C4,E2,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T16:44:30.631,334B 4B24,C6,DA,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T16:44:32.588,2348 4B34,C5,EB,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T16:44:59.972,2343 4217,C4,ED,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T16:45:26.833,334B 4B34,C5,E1,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T16:45:27.815,3349 4934,C5,FB,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T16:46:45.705,334B 4B34,C3,E3,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T16:46:47.669,314B 4934,C7,E7,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T16:47:11.636,330A 4A24,C3,E4,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T16:47:14.590,334B 4330,C6,E0,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T16:47:27.344,134B 4B30,C6,E4,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T16:47:31.283,214B 4A34,C6,EB,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T16:47:33.253,334A 4B24,C5,E9,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T16:47:36.207,3341 4B34,C6,DF,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T16:47:38.175,334B 4B34,C6,D1,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T16:47:40.136,334B 4B34,C5,E8,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T16:54:20.628,334B 0B34,C6,DB,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T16:56:08.804,67FF F000,D2,97,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T17:05:26.660,66FF FC00,D2,A2,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T17:06:44.461,66CC D2BF,CE,BE,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T17:06:45.461,1566 4B4B,CE,AD,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T17:09:32.800,9FFF E000,CA,CA,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T17:10:03.172,66FF FF00,D5,92,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T17:25:02.286,3FFF F800,CB,E2,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T17:36:47.149,06CC 108D,CB,BA,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T17:36:48.155,66CC D2AD,DD,AF,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T05:30:02.274,67FF FC00,DD,96,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T05:31:08.835,5566 4B4B,C6,D2,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T05:31:09.837,5566 4B4B,D2,99,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T05:33:25.803,7FFF F000,D1,A0,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T05:33:26.805,5566 4B4B,D9,93,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T05:36:18.722,5567 FFFF,D7,99,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T05:36:19.724,5566 4B4B,D9,91,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T05:38:38.274,557F FFF8,D9,90,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T05:38:39.278,5566 4B4B,D5,A7,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T05:38:40.282,5566 4B4B,CC,A3,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T05:38:41.284,5566 4B4B,DB,9A,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T05:38:42.286,5566 4B4B,CB,B5,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T05:38:48.288,5566 4BFF,D2,9C,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T05:38:50.299,5566 4B4B,D9,92,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T05:38:58.346,5566 4B4B,D3,92,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T05:39:01.356,4566 4B42,C6,E5,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T05:39:09.724,557F FF80,D8,A8,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T05:39:12.733,5566 4B4B,C9,B4,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T05:40:02.162,5526 4B4B,D4,A0,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T05:40:03.164,5566 4B4B,D0,93,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T05:41:03.855,553F FFF0,CE,A7,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T05:41:58.368,5566 4B4B,D6,86,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T05:51:41.102,4446 4B4B,C3,F1,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T05:51:49.486,5566 4B4B,D6,8A,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T05:51:51.499,4566 0B4B,C6,EC,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T05:51:53.514,5566 4B4B,D9,8B,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T05:51:55.523,5566 4B4B,D6,87,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T05:51:56.525,5566 4B4B,C9,B8,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T05:52:19.542,5566 7FFF,E5,A7,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T05:52:20.544,5566 4B4B,E0,94,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T05:55:47.007,5566 4FFF,E0,9E,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T05:55:48.009,5566 4B4B,DD,8E,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:00:46.578,9FFF F800,DC,93,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:00:47.545,5566 4B4B,DB,90,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:01:02.026,57FF FC00,D8,98,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:01:03.029,5566 4B4B,E2,9C,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:01:11.847,5567 FFFC,E3,B7,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:01:12.852,5566 4B4B,DF,88,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:01:27.914,5566 4B4B,E1,8D,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:01:28.920,5566 4B4B,DD,87,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:01:29.925,5566 4B4B,DC,87,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:01:30.930,5566 4B4B,E0,93,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:01:31.933,5566 4B4B,DD,8A,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:02:56.566,5566 4BC0,E0,94,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:02:57.569,5566 4B4B,D8,8D,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:03:30.023,557F FFFC,D9,99,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:03:48.862,3343 4240,C6,F6,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:03:54.811,2048 0A50,C2,EF,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:04:02.876,010B 4140,C4,ED,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:04:16.627,5566 4FFF,D3,91,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:04:48.058,2343 0012,C4,FC,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:04:49.066,5566 4B4B,C8,C7,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:04:50.074,5566 4B4B,CE,96,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:04:51.082,5566 4B4B,CF,9E,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:04:53.089,5566 4B4B,CE,A7,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:07:03.539,9F7F C000,C6,E7,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:07:04.531,334B 4B42,C7,CD,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:07:05.522,334B 4B52,CF,A3,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:07:06.514,334B 4B52,CF,9E,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:07:08.494,334B 4B52,CE,A6,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:07:09.481,334B 4B52,CF,A7,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:07:10.465,334B 4B52,CC,AF,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:07:17.292,334F FFFC,CE,AB,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:07:18.283,334B 4B52,CE,99,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:07:21.256,334B 4B52,CE,98,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:07:22.248,334B 4B52,CF,93,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:07:23.239,334B 4B52,CF,9B,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:07:24.232,334B 4B52,CD,9C,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:07:25.222,334B 4B52,CC,AB,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:07:26.211,334B 4B52,CB,C5,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:07:28.182,334B 4B52,C8,B4,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:07:50.657,334B 4B00,CB,C3,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:08:35.500,4566 434B,C5,F2,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:08:37.484,334B 4B52,CB,C1,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:08:38.476,334B 4B52,C7,CE,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:08:39.468,334B 4B52,C8,D8,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:08:42.444,334B 4B52,C7,C9,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:08:43.436,334B 4B52,C6,C8,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:08:45.420,334B 4B52,C9,CE,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:08:51.360,334A 4B52,CA,CB,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:08:53.330,334B 4B52,CE,C5,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:08:58.987,334B 4B52,CA,D3,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:08:59.975,334B 4B52,CB,B9,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:09:01.954,334B 4B52,CB,B9,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:09:03.935,334B 4B52,CC,B1,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:09:04.926,334B 4B52,C5,D2,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:09:34.217,334B 4B52,CD,B5,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:09:35.222,5566 4B4B,D4,87,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:09:37.702,5566 4B4B,D5,8D,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:09:38.689,334B 4B52,C8,CB,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:09:43.164,334B 4B52,D1,A5,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:09:44.170,5566 4B4B,D6,87,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:09:45.174,5566 4B4B,D9,8E,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:10:40.898,5566 4B4B,D9,95,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:10:41.883,334B 4B52,D2,B8,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:10:54.253,334B 4FFF,CE,C2,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:12:10.770,334B 4B52,C8,DB,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:12:49.846,3BFF 5000,C5,E3,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:13:03.278,334B 4BFF,C4,E7,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:13:04.286,5566 4B4B,CD,A4,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:13:05.296,4562 434B,CE,A6,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:13:06.304,5566 4B4B,DB,93,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:13:07.310,5566 4B4B,D7,8F,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:13:08.315,5566 4B4B,D6,93,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:13:09.317,5566 4B4B,DA,91,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:13:15.816,557F FFF0,D4,A3,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:13:16.822,5566 4B4B,D1,99,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:13:17.828,5566 4B4B,D2,8C,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:13:18.834,5566 4B4B,D2,8C,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:13:19.840,5566 4B4B,D3,91,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:13:20.848,5566 4B4B,D3,8E,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:13:21.856,5566 4B4B,D4,94,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:13:22.862,5566 4B4B,D5,8C,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:13:23.867,5566 4B4B,D3,8F,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:13:24.871,5566 4B4B,D3,89,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:13:25.874,5566 4B4B,D8,8A,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:13:26.876,5566 4B4B,D7,96,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:13:31.090,5566 4FFF,D9,8D,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:13:32.095,5566 4B4B,D6,91,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:13:49.969,5566 4B4B,D0,8B,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:13:50.975,5566 4B4B,D2,8A,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:13:51.977,5566 4B4B,D3,93,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:13:59.418,7FFF F000,D2,91,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:14:00.428,5566 4B4B,D4,8A,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:14:01.437,5566 4B4B,D3,90,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:14:02.443,5566 4B4B,D1,89,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:14:03.449,5566 4B4B,D2,8D,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:14:12.224,5566 4B4B,D5,9B,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:14:17.486,334B 4B50,CB,C1,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:14:18.494,5566 4B4B,DB,8A,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:14:19.501,5566 4B4B,D9,8E,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:14:20.507,5566 4B4B,DB,90,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:14:21.512,5566 4B4B,DC,8A,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:14:22.518,5566 4B4B,DD,91,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:14:23.523,5566 4B4B,DB,8A,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:14:24.525,5566 4B4B,DD,91,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:14:27.745,5567 FFFF,DC,A1,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:14:28.753,5566 4B4B,DE,97,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:14:29.760,5566 4B4B,D7,87,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:14:30.766,5566 4B4B,DA,95,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:14:31.770,5566 4B4B,DC,94,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:14:32.773,5566 4B4B,DC,8A,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:14:37.191,57FF FC00,DC,9B,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:14:39.164,334B 4B52,C8,B6,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:14:41.139,330B 4B42,C8,CD,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:14:42.124,334B 0B52,C8,C3,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:14:44.712,334B 4B53,C8,C7,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:14:45.721,5566 4B4B,DD,90,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:14:46.730,5566 4B4B,DA,97,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:14:47.738,5566 4B4B,DA,8B,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:14:48.747,5566 4B4B,DC,92,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:14:49.757,5566 4B4B,DD,89,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:14:50.766,5566 4B4B,DE,8E,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:14:51.771,5566 4B4B,DF,87,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:15:03.270,5566 4B4B,DE,8F,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:15:04.256,334B 4B52,CE,B7,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:15:05.240,334B 4B52,CD,C0,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:15:21.793,33C0 0000,CB,B1,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:15:22.785,330B 4B52,C8,BA,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:15:24.765,334B 4B52,C9,BE,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:15:25.752,334B 4B52,CB,B8,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:15:30.677,304B 4B52,CC,BB,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:15:34.826,334B 4B7F,CA,BB,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:15:35.831,5566 4B4B,DD,87,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:15:53.987,5566 4B4B,D3,8C,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:15:54.187,5566 4B4B,DA,8B,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:15:54.991,334B 4B52,CE,C6,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:15:55.178,5567 FFFF,D9,9A,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:15:56.170,334B 4B52,CC,B3,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:15:58.151,334B 4B52,CC,B3,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:16:01.110,334B 4B52,CC,A4,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:16:02.093,334B 8000,CE,9F,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:16:13.341,E000 0000,CB,A1,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:16:14.331,134B 4B12,C9,E2,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:16:15.318,334B 4B52,CC,C3,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:16:55.807,334B 4B52,CB,CC,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:16:56.793,334B 4B52,C7,CE,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:16:57.777,334B 4B52,C7,C9,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:17:18.444,EC00 0000,C8,B2,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:17:20.413,220A 0B52,C6,FF,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:17:38.757,FFF5 8000,C8,E2,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:17:49.366,E800 0000,C3,B1,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:17:50.350,034B 4B52,C4,D1,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:18:02.531,E000 0000,CA,A2,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:18:03.518,334B 4B52,C6,CD,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:18:04.503,334B 0B52,C8,C7,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:18:04.648,334B 4FFF,C9,DE,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:18:05.651,5566 4B4B,DD,89,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:18:20.612,557F FFF0,DD,9F,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:18:21.600,334B 4B52,CC,C2,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:18:31.690,334B 4B52,CA,C9,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:18:32.698,5566 4B4B,CC,B9,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:18:34.715,5566 4B4B,CB,CB,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:18:54.404,5566 4B4B,CA,CE,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:18:55.410,5566 4B4B,DF,88,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:18:56.415,5566 4B4B,DE,87,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:18:57.418,5566 4B4B,DD,93,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:18:58.418,5566 4B7F,DC,8F,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:19:11.119,314B 4B52,CB,C1,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:19:12.124,5566 4B4B,DD,90,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:19:13.163,5566 4B4B,DC,8A,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:19:34.183,5566 4B7F,DD,94,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:20:06.962,3343 4B52,C8,CF,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:20:07.953,334B 664B,D8,92,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:20:08.945,334B 664B,DA,9A,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:20:09.935,334B 664B,DD,A0,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:20:10.924,334B 664B,DB,93,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T06:20:11.910,334B 664B,DE,A1,2015-08-21T10:13:09.516,ASL/16/3937*21

